Sr no,HEAD,HEAD_NAME,min_name_new
1811,63111,"National Skill Training Institute(Women),Trichy",Skill Developement And Entreneurship
1812,63112,Central staff training and research institute,Skill Developement And Entreneurship
1813,64102,Indian Railway Catering And Tourism Corporation Ltd.(IRCTC),Minsitry Of Railways
1814,64103,Indian Railways Organization For Alternate Fuel(IORAF),Minsitry Of Railways
1815,64104,"Indian Railway Catering And Tourism Corporation Ltd.(IRCTC),New Delhi",Minsitry Of Railways
1816,64105,"Indian Railway Catering And Tourism Corporation Ltd.(IRCTC),Kolkata",Minsitry Of Railways
1817,64106,"Indian Railway Catering And Tourism Corporation Ltd.(IRCTC),Mumbai",Minsitry Of Railways
1818,64107,"Indian Railway Catering And Tourism Corporation Ltd.(IRCTC),Chennai",Minsitry Of Railways
1819,64108,"Indian Railway Catering And Tourism Corporation Ltd.(IRCTC),Secunderabad",Minsitry Of Railways
1820,64109,Container Corporation of India Ltd.,Minsitry Of Railways
1821,65101,Special Agriculture Campaign,Agriculture
